name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Tata Indica V2 DLS TC,2006,1430,88000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,5
Maruti Swift Dzire VDI,2015,6240,30000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire AMT ZDI,2016,8450,50000,Diesel,Individual,Automatic,Second Owner,26.59 kmpl,1248 CC,74 bhp,5
Maruti Swift Dzire VDI,2013,6240,80000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Hyundai i20 Asta Option 1.4 CRDi,2016,9100,40000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,5
Maruti Ertiga VDI,2015,8450,110000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2015,16900,48000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Volkswagen Jetta 2.0L TDI Highline AT,2016,17550,97000,Diesel,Individual,Automatic,First Owner,16.96 kmpl,1968 CC,138.03 bhp,5
Volkswagen Vento 1.5 TDI Highline AT,2016,13000,60000,Diesel,Individual,Automatic,First Owner,22.15 kmpl,1498 CC,108.6 bhp,5
Mercedes-Benz M-Class ML 350 4Matic,2011,22100,110000,Diesel,Individual,Automatic,Third Owner,0.0 kmpl,2987 CC,165 bhp,5
Toyota Yaris V CVT BSIV,2018,14040,12800,Petrol,Individual,Automatic,First Owner,17.8 kmpl,1496 CC,105.5 bhp,5
Hyundai EON D Lite,2012,2210,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Swift DDiS VDI,2017,7930,49000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5
Maruti Ritz VXi,2014,4550,25000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,85.80 bhp,5
Maruti Alto 800 LXI,2016,3380,65000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5
Fiat Linea 1.3 Multijet Emotion,2015,9100,20000,Diesel,Individual,Manual,First Owner,20.4 kmpl,1248 CC,91.7 bhp,5
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,2018,8814,17000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2015,10400,15000,Diesel,Individual,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,5
Toyota Etios GD,2014,5200,120000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.04 bhp,5
Hyundai i20 Magna,2010,3900,49000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,80 bhp,5
Hyundai i20 2015-2017 Magna 1.2,2016,6760,29000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Nissan Terrano XV D Premium AMT,2017,11050,55000,Diesel,Individual,Automatic,First Owner,19.61 kmpl,1461 CC,108.5 bhp,5
Mahindra Marazzo M8,2019,18980,5000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,7
Tata Nexon 1.5 Revotorq XZ Plus,2017,10790,35000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,5
Datsun GO T Option BSIV,2018,5590,5000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67 bhp,5
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,2017,11050,60000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Maruti Swift Dzire ZXI,2017,8450,70000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Hyundai Verna CRDi,2008,1560,120000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,5
Mahindra TUV 300 T8,2016,9490,65100,Diesel,Individual,Manual,Second Owner,18.49 kmpl,1493 CC,100 bhp,7
Maruti Ignis 1.2 AMT Delta BSIV,2019,6825,20000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Hyundai i20 Active 1.4 SX,2015,7800,108000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5
Maruti Swift LXI,2019,6500,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,5
Hyundai Santro Xing GLS,2009,1950,77000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1 bhp,5
Maruti Wagon R VXI BS IV,2015,5329.987,18500,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Mahindra TUV 300 T8,2016,8125,120000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7
Renault KWID RXT,2015,3770,15200,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Honda Mobilio V i VTEC,2015,6500,35000,Petrol,Individual,Manual,First Owner,17.3 kmpl,1497 CC,117.3 bhp,7
Hyundai Verna 1.6 SX,2011,6175,80000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Hyundai EON Era Plus,2013,2470,70000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Mahindra XUV500 W6 2WD,2014,9750,80000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Nissan Terrano XV 110 PS,2014,6825,120000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5 bhp,5
Chevrolet Cruze LTZ,2012,6435,82000,Diesel,Individual,Manual,Third Owner,17.3 kmpl,1998 CC,163.7 bhp,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,34125,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,5
Lexus ES 300h,2019,66950,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,2017,41600,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Tata Safari Storme EX,2015,6539,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Volvo XC40 D4 Inscription BSIV,2019,49400,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5
Toyota Camry 2.5 Hybrid,2016,26000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Maruti Wagon R LXI,2013,2925,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Maruti Baleno Alpha 1.3,2018,9620,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Honda Jazz VX,2016,7150,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,9750,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Swift AMT VVT VXI,2019,8450,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Toyota Etios VX,2017,8125,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5
Maruti Swift AMT ZXI,2018,7800,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,5850,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
BMW X4 M Sport X xDrive20d,2019,70200,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
BMW X4 M Sport X xDrive20d,2019,71500,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze V CVT Petrol BSIV,2019,10127,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,2016,8385,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Volvo V40 D3 R-Design,2018,32175,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5
Honda City 1.5 V AT,2010,4173,60000,Petrol,Individual,Automatic,Second Owner,16.8 kmpl,1497 CC,118 bhp,5
Toyota Etios Liva 1.2 V Dual Tone,2017,7605,50000,Petrol,Individual,Manual,First Owner,17.71 kmpl,1197 CC,78.9 bhp,5
Ford Figo Diesel EXI,2011,2925,70000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,5
Honda Amaze E i-DTEC,2017,6500,70000,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5
Hyundai i20 1.4 CRDi Asta,2011,4550,90000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,5
Maruti Ertiga SHVS LDI Option,2016,9828,70000,Diesel,Individual,Manual,Second Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Maruti Alto 800 VXI,2014,3120,50000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Maruti Omni 8 Seater BSII,2012,1040,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,35 bhp,8
Hyundai i20 Active S Petrol,2019,10400,5000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5
Tata Hexa XE,2018,16250,25000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94 bhp,7
Mahindra Scorpio VLS 2.2 mHawk,2009,4160,80000,Diesel,Individual,Manual,Third Owner,12.05 kmpl,2179 CC,120 bhp,7
Hyundai Grand i10 Sportz,2017,6629.987,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Tata Zest Quadrajet 1.3 75PS XE,2019,8450,15000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74 bhp,5
Maruti Alto K10 2010-2014 VXI,2011,2730,35000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,5
Maruti Alto LXi,2008,1430,80000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Tata Nexon 1.5 Revotorq XE,2017,8645,25000,Diesel,Individual,Manual,First Owner,21.5 kmpl,1497 CC,108.5 bhp,5
Volkswagen Ameo 1.5 TDI Comfortline,2017,7215,52000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,5
Volkswagen Ameo 1.5 TDI Comfortline,2017,7280,52000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,5
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,4875,80000,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6
Maruti Swift VDI BSIV W ABS,2011,3770,77000,Diesel,Individual,Manual,Second Owner,,,,
Toyota Fortuner 2.8 4WD AT BSIV,2017,38350,50000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,7
Maruti Swift Dzire VDI,2017,7865,127000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Honda WR-V i-VTEC VX,2017,9360,30000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5
Maruti Ertiga SHVS ZDI Plus,2017,10400,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Mahindra XUV500 W10 2WD,2017,17225,54000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,2011,8125,120000,Diesel,Individual,Manual,Second Owner,10.5 kmpl,2835 CC,116.9 bhp,6
Hyundai i20 1.4 CRDi Sportz,2011,4550,116500,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5
Toyota Innova 2.5 G (Diesel) 8 Seater,2012,7800,145000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100 bhp,8
Hyundai i20 Sportz 1.2,2012,3900,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2011,3120,120000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.1 bhp,7
Ford Figo 1.5D Trend MT,2016,4901,80000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5
Maruti Ertiga VXI,2013,5850,140000,Petrol,Individual,Manual,First Owner,16.02 kmpl,1373 CC,93.7 bhp,7
Hyundai Verna Xi (Petrol),2008,2080,100000,Petrol,Individual,Manual,Fourth & Above Owner,13.9 kmpl,1599 CC,103.2 bhp,5
Hyundai Xcent 1.2 VTVT E,2019,6825,100000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2011,7150,168000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,8
Chevrolet Cruze LTZ,2010,3510,120000,Diesel,Individual,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,5
Toyota Etios GD,2016,7410,145000,Diesel,Individual,Manual,Second Owner,23.59 kmpl,1364 CC,67.05 bhp,5
Ford Figo Diesel Titanium,2011,2925,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,5
Hyundai Xcent 1.2 VTVT S,2019,7670,90000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,5
Jeep Compass 2.0 Longitude Option BSIV,2018,21775,80000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5
Ford Aspire Titanium BSIV,2019,10400,33000,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1194 CC,94.93 bhp,5
Chevrolet Sail 1.2 LS ABS,2014,5850,13500,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,5
Tata Indigo LX,2012,3900,80000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,5
Hyundai i20 1.2 Spotz,2017,8385,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Maruti Swift Dzire VDI,2013,6760,58000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Hyundai EON Magna Plus,2013,2600,40000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Honda City i VTEC V,2015,9100,30000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3 bhp,5
Maruti 800 AC,2000,585,50000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Ford Figo Aspire 1.5 TDCi Ambiente,2016,5979.987,73000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5
Maruti Ritz VDi,2014,4225,90000,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,5
Maruti Wagon R VXI BS IV,2015,4550,50000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5
Hyundai Verna 1.6 CRDI,2011,5720,80000,Diesel,Individual,Manual,Third Owner,22.32 kmpl,1582 CC,126.3 bhp,5
Hyundai i20 1.4 CRDi Magna,2011,4160,70000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,5
Chevrolet Spark 1.0 LS,2011,2197,41000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,5
Volkswagen Polo Petrol Comfortline 1.2L,2013,4550,50000,Petrol,Individual,Manual,Fourth & Above Owner,16.47 kmpl,1198 CC,73.9 bhp,5
Ford Classic 1.4 Duratorq Titanium,2014,4550,113226,Diesel,Dealer,Manual,First Owner,19.68 kmpl,1399 CC,67 bhp,5
Ford Figo Diesel Celebration Edition,2013,4030,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68.1 bhp,5
Maruti Swift 1.3 VXi,2007,1950,70000,Petrol,Individual,Manual,Third Owner,,,,
Mahindra Scorpio M2DI,2010,5460,160500,Diesel,Individual,Manual,Fourth & Above Owner,13.5 kmpl,2179 CC,115 bhp,5
Maruti Ciaz AT ZXi,2015,8905,30000,Petrol,Individual,Automatic,First Owner,19.12 kmpl,1373 CC,91.1 bhp,5
Renault Duster 4x4,2014,7280,132000,Diesel,Individual,Manual,Second Owner,19.72 kmpl,1461 CC,108.45 bhp,5
Maruti Swift VDI,2013,6110,120000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,5
Hyundai Verna Transform VTVT,2011,4940,80000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,1599 CC,103.2 bhp,5
Mahindra Scorpio 1.99 S6 Plus,2015,8710,57000,Diesel,Individual,Manual,Second Owner,15.4 kmpl,1997 CC,120 bhp,7
Maruti Swift Dzire LXI 1.2 BS IV,2018,7150,5000,Petrol,Individual,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Hyundai Verna 1.6 VTVT SX,2016,9737,25000,Petrol,Individual,Manual,First Owner,17.01 kmpl,1591 CC,121.3 bhp,5
Hyundai Creta 1.6 CRDi SX Option,2015,11687,80000,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5
Chevrolet Optra Magnum 2.0 LS BSIII,2011,3770,88000,Diesel,Individual,Manual,Third Owner,16.52 kmpl,1991 CC,123.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,11309.987,217000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Datsun GO Plus A,2015,4550,60000,Petrol,Individual,Manual,First Owner,20.62 kmpl,1198 CC,67 bhp,7
Maruti Swift Dzire VXI,2017,6500,43000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Skoda Rapid 1.5 TDI AT Ambition Plus,2014,5200,77000,Diesel,Individual,Automatic,Second Owner,21.66 kmpl,1498 CC,103.6 bhp,5
Renault KWID RXT,2016,3380,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,5
Maruti Alto 800 LXI,2015,2860,40000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,5
Chevrolet Enjoy TCDi LS 8 Seater,2014,2470,139000,Diesel,Individual,Manual,Second Owner,18.2 kmpl,1248 CC,73.8 bhp,8
Hyundai Grand i10 Magna,2016,5200,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Chevrolet Beat Diesel LT Option,2014,2210,76000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,56.3 bhp,5
Hyundai Elite i20 Magna Plus BSIV,2019,8450,3500,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Maruti 800 AC BSIII,2007,780,62000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Tata New Safari 4X2,2007,3900,110000,Petrol,Individual,Manual,Second Owner,12.0 kmpl,2092 CC,127 bhp,7
Chevrolet Spark 1.0 LT,2012,1625,40000,Petrol,Individual,Manual,Second Owner,16.2 kmpl,995 CC,62.1 bhp,5
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2013,1690,120000,Diesel,Individual,Manual,Second Owner,,,,
Mahindra XUV500 W6 2WD,2012,6500,1500000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Alto LX,2011,2210,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Swift Dzire LDi,2012,4030,77000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5
Chevrolet Spark 1.0 LT,2011,1690,110000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,5
Maruti Wagon R VXI Optional,2016,6045,20000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Mahindra Jeep MM 540,1995,2080,90000,Diesel,Individual,Manual,Third Owner,,,,
Mercedes-Benz E-Class E270 CDI,2005,10400,120005,Diesel,Individual,Automatic,Second Owner,11.0 kmpl,2987 CC,198.5 bhp,5
Maruti Alto K10 Knightracer,2012,3380,16830,Petrol,Individual,Manual,First Owner,20.2 kmpl,998 CC,67.1 bhp,5
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,2013,6500,70000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,4225,38000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5
Mahindra Bolero 2011-2019 DI NON AC BS III White,2013,5200,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,9
Toyota Fortuner 2.8 4WD MT BSIV,2018,41600,50000,Diesel,Individual,Manual,First Owner,14.24 kmpl,2755 CC,174.5 bhp,7
Tata Indica V2 DLE BSIII,2007,2600,50000,Diesel,Individual,Manual,First Owner,17.88 kmpl,1396 CC,52.8 bhp,5
Mahindra Quanto C2,2013,5850,52000,Diesel,Individual,Manual,First Owner,17.21 kmpl,1493 CC,100 bhp,7
Tata Indigo V BSIII,2012,2989.987,50000,Diesel,Individual,Manual,First Owner,17.0 kmpl,1405 CC,70 bhp,5
Hyundai EON Magna Plus,2016,4420,30000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Mahindra Bolero 2011-2019 SLE BSIII,2014,7150,103000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Ford Endeavour 3.0L 4X4 AT,2011,12675,93468,Diesel,Individual,Automatic,Second Owner,11.4 kmpl,2953 CC,153.86 bhp,7
Volvo XC40 D4 Inscription BSIV,2019,49400,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5
Volkswagen Jetta 1.6 Trendline,2010,2925,80000,Petrol,Individual,Manual,Second Owner,14.0 kmpl,1595 CC,102 bhp,5
Ford Endeavour 3.2 Titanium AT 4X4,2018,42250,12000,Diesel,Individual,Automatic,First Owner,10.91 kmpl,3198 CC,197 bhp,7
Tata Indigo eCS VX BSIV,2013,3640,70000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,5
Honda Amaze V Petrol BSIV,2019,9100,4500,Petrol,Individual,Manual,First Owner,19.5 kmpl,1199 CC,88.76 bhp,5
Tata Indigo CS eLX BS IV,2012,3367,35000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,5
Toyota Fortuner 2.8 4WD AT BSIV,2018,41600,60000,Diesel,Individual,Automatic,First Owner,15.04 kmpl,2755 CC,174.5 bhp,7
Mahindra XUV500 W10 1.99 mHawk,2018,18200,30000,Diesel,Individual,Manual,First Owner,16.0 kmpl,1997 CC,140 bhp,7
Ford Figo 1.5P Titanium AT,2015,5408,40000,Petrol,Individual,Automatic,First Owner,17.01 kmpl,1499 CC,110.4 bhp,5
Tata Manza ELAN Quadrajet BS III,2011,3250,70000,Diesel,Individual,Manual,First Owner,19.0 kmpl,1248 CC,90 bhp,5
Tata Manza Aura (ABS) Quadrajet BS IV,2010,2730,120000,Diesel,Individual,Manual,First Owner,21.12 kmpl,1248 CC,88.8 bhp,5
Mahindra Scorpio VLX 2WD BSIII,2008,3770,120000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,8
Tata Indigo CS eLS BS IV,2012,2860,90000,Diesel,Individual,Manual,First Owner,23.03 kmpl,1396 CC,69 bhp,5
Tata Indigo eCS LX BSIV,2012,3198,35000,Diesel,Individual,Manual,Second Owner,23.03 kmpl,1396 CC,69 bhp,5
Maruti Omni E MPI STD BS IV,2018,3380,30000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8
Hyundai Creta 1.4 CRDi S,2018,13650,70000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7 bhp,5
Tata Manza Club Class Quadrajet90 LX,2012,3770,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76 bhp,5
Tata Indigo eCS VX BSIV,2013,4030,70000,Diesel,Individual,Manual,First Owner,25.0 kmpl,1396 CC,69 bhp,5
Hyundai i20 1.2 Asta,2018,9100,6000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Maruti Swift VXI Optional,2016,7150,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Tata Indigo CS LX (TDI) BS-III,2017,5850,70000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,5
Honda City i VTEC VX,2016,10049,65000,Petrol,Individual,Manual,First Owner,17.8 kmpl,1497 CC,117.3 bhp,5
Tata Tiago 1.2 Revotron XZ,2017,5850,25000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Maruti Eeco 5 Seater AC BSIV,2019,5329.987,10000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5
Maruti 800 Std MPFi,2003,585,35000,Petrol,Individual,Manual,Fourth & Above Owner,16.1 kmpl,796 CC,37 bhp,4
Nissan Teana XL,2014,7800,80000,Petrol,Individual,Automatic,Second Owner,11.07 kmpl,2496 CC,179.5 bhp,5
Chevrolet Beat LT,2010,3250,63000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,5
Tata Indica V2 DLS TC,2008,910,100000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,5
Honda Amaze S i-VTEC,2019,8970,1303,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5
Audi Q5 35TDI Premium Plus,2018,51675,31800,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,5
Lexus ES 300h,2019,66950,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,2017,41600,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Jeep Wrangler 2016-2019 3.6 4X4,2017,53300,17000,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,5
Toyota Yaris V BSIV,2018,13000,4295,Petrol,Trustmark Dealer,Manual,First Owner,17.1 kmpl,1496 CC,105.5 bhp,5
Toyota Yaris V BSIV,2018,13000,5229,Petrol,Trustmark Dealer,Manual,First Owner,17.1 kmpl,1496 CC,105.5 bhp,5
Toyota Camry 2.5 Hybrid,2016,26000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Maruti Ciaz 1.3 Alpha,2018,12025,23712,Diesel,Trustmark Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Honda Jazz VX,2016,7150,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Maruti Wagon R VXI BS IV,2018,5590,16589,Petrol,Trustmark Dealer,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
